10 Bře 2015 22:36:56,434 DEBUG connection.Server - Game manager created, maximum number of rooms is 5, maximum number of players per room is 1
10 Bře 2015 22:36:56,434  INFO connection.Server - Server started! Listening on port 6666
22 Bře 2015 19:08:24,969 DEBUG session.GameManager - Preparing to resolve message: solution-1-0.02-OK
22 Bře 2015 19:08:24,972 DEBUG connection.ServerThread - Received solution-2-0.02-OK from IP /127.0.0.1
22 Bře 2015 19:08:24,972 DEBUG session.GameManager - Preparing to resolve message: solution-2-0.02-OK
22 Bře 2015 19:08:24,987 DEBUG connection.ServerThread - Received solution-3-0.02-OK from IP /127.0.0.1
22 Bře 2015 19:08:24,987 DEBUG session.GameManager - Preparing to resolve message: solution-3-0.02-OK
22 Bře 2015 19:08:25,253  INFO session.Starter - Session in room 1427047544480 has started
20 Dub 2015 21:45:36,979  INFO connection.ServerThread - Client has connected: /127.0.0.1
20 Dub 2015 21:45:36,998 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
20 Dub 2015 21:45:36,998 DEBUG session.GameManager - Preparing to resolve message: login-tester
20 Dub 2015 21:45:37,001  INFO session.Room - Created a new room 1429559137001
20 Dub 2015 21:45:37,001  INFO session.Room - Player tester has entered the room 1429559137001
20 Dub 2015 21:48:38,721  INFO connection.ServerThread - Client has connected: /127.0.0.1
20 Dub 2015 21:48:38,722 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
20 Dub 2015 21:48:38,722 DEBUG session.GameManager - Preparing to resolve message: login-tester
20 Dub 2015 21:48:38,722  WARN session.GameManager - Player with name tester already exists on server!
20 Dub 2015 21:48:40,008 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
20 Dub 2015 21:48:40,009  INFO session.Room - Player tester has left the room 1429559137001
20 Dub 2015 21:48:40,010 DEBUG session.GameManager - Dropped player tester from server
20 Dub 2015 21:48:40,011 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
20 Dub 2015 21:48:40,013  INFO connection.ServerThread - Client has left: /127.0.0.1
20 Dub 2015 21:49:59,105 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
20 Dub 2015 21:49:59,105 DEBUG session.GameManager - Player wasn't logged in, dropping not neccessary!
20 Dub 2015 21:49:59,106 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
20 Dub 2015 21:49:59,106  INFO connection.ServerThread - Client has left: /127.0.0.1
20 Dub 2015 21:49:59,954  INFO connection.ServerThread - Client has connected: /127.0.0.1
20 Dub 2015 21:49:59,955 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
20 Dub 2015 21:49:59,955 DEBUG session.GameManager - Preparing to resolve message: login-tester
20 Dub 2015 21:49:59,956  INFO session.Room - Player tester has entered the room 1429559137001
20 Dub 2015 21:49:59,956  INFO session.GameManager - Starting game in room 1429559137001 in 5 seconds
20 Dub 2015 21:49:59,958 DEBUG session.Room - Broadcasted message user1-tester to room 1429559137001
20 Dub 2015 21:49:59,968  INFO session.Starter - Starting game in room 1429559137001 in 5 seconds
20 Dub 2015 21:50:04,970  INFO session.Starter - Session in room 1429559137001 has started
20 Dub 2015 21:51:09,692 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
20 Dub 2015 21:51:09,693  INFO session.Room - Player tester has left the room 1429559137001
20 Dub 2015 21:51:09,693 DEBUG session.GameManager - Dropped player tester from server
20 Dub 2015 21:51:09,693 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
20 Dub 2015 21:51:09,693  INFO connection.ServerThread - Client has left: /127.0.0.1
20 Dub 2015 21:51:10,551  INFO connection.ServerThread - Client has connected: /127.0.0.1
20 Dub 2015 21:51:10,552 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
20 Dub 2015 21:51:10,552 DEBUG session.GameManager - Preparing to resolve message: login-tester
20 Dub 2015 21:51:10,552  INFO session.Room - Player tester has entered the room 1429559137001
20 Dub 2015 21:51:10,552  INFO session.GameManager - Starting game in room 1429559137001 in 5 seconds
20 Dub 2015 21:51:10,553 DEBUG session.Room - Broadcasted message user1-tester to room 1429559137001
20 Dub 2015 21:51:10,562  INFO session.Starter - Starting game in room 1429559137001 in 5 seconds
20 Dub 2015 21:51:11,986 DEBUG connection.ServerThread - Received download-assignments from IP /127.0.0.1
20 Dub 2015 21:51:11,986 DEBUG session.GameManager - Preparing to resolve message: download-assignments
20 Dub 2015 21:51:15,562  INFO session.Starter - Session in room 1429559137001 has started
20 Dub 2015 21:54:59,834  INFO connection.ServerThread - Client has connected: /127.0.0.1
20 Dub 2015 21:54:59,851 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
20 Dub 2015 21:54:59,853 DEBUG session.GameManager - Preparing to resolve message: login-tester
20 Dub 2015 21:54:59,854  WARN session.GameManager - Player with name tester already exists on server!
20 Dub 2015 21:55:01,357 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
20 Dub 2015 21:55:01,358  INFO session.Room - Player tester has left the room 1429559137001
20 Dub 2015 21:55:01,359 DEBUG session.GameManager - Dropped player tester from server
20 Dub 2015 21:55:01,359 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
20 Dub 2015 21:55:01,360  INFO connection.ServerThread - Client has left: /127.0.0.1
20 Dub 2015 21:55:02,265 DEBUG connection.ServerThread - Received download-assignments from IP /127.0.0.1
20 Dub 2015 21:55:02,265 DEBUG session.GameManager - Preparing to resolve message: download-assignments
20 Dub 2015 21:55:27,716  INFO connection.ServerThread - Client has connected: /127.0.0.1
20 Dub 2015 21:55:27,717 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
20 Dub 2015 21:55:27,717 DEBUG session.GameManager - Preparing to resolve message: login-tester
20 Dub 2015 21:55:27,718  INFO session.Room - Player tester has entered the room 1429559137001
20 Dub 2015 21:55:27,718  INFO session.GameManager - Starting game in room 1429559137001 in 5 seconds
20 Dub 2015 21:55:27,719 DEBUG session.Room - Broadcasted message user1-tester to room 1429559137001
20 Dub 2015 21:55:27,727  INFO session.Starter - Starting game in room 1429559137001 in 5 seconds
20 Dub 2015 21:55:28,895 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
20 Dub 2015 21:55:28,896 DEBUG session.GameManager - Player wasn't logged in, dropping not neccessary!
20 Dub 2015 21:55:28,896 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
20 Dub 2015 21:55:28,896  INFO connection.ServerThread - Client has left: /127.0.0.1
20 Dub 2015 21:55:29,275 DEBUG connection.ServerThread - Received download-assignments from IP /127.0.0.1
20 Dub 2015 21:55:29,275 DEBUG session.GameManager - Preparing to resolve message: download-assignments
20 Dub 2015 21:55:32,728  INFO session.Starter - Session in room 1429559137001 has started
20 Dub 2015 21:57:54,700  INFO connection.ServerThread - Client has connected: /127.0.0.1
20 Dub 2015 21:57:54,701 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
20 Dub 2015 21:57:54,701 DEBUG session.GameManager - Preparing to resolve message: login-tester
20 Dub 2015 21:57:54,702  WARN session.GameManager - Player with name tester already exists on server!
20 Dub 2015 21:57:56,199 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
20 Dub 2015 21:57:56,200  INFO session.Room - Player tester has left the room 1429559137001
20 Dub 2015 21:57:56,200 DEBUG session.GameManager - Dropped player tester from server
20 Dub 2015 21:57:56,200 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
20 Dub 2015 21:57:56,200  INFO connection.ServerThread - Client has left: /127.0.0.1
20 Dub 2015 21:57:56,706 DEBUG connection.ServerThread - Received download-assignments from IP /127.0.0.1
20 Dub 2015 21:57:56,706 DEBUG session.GameManager - Preparing to resolve message: download-assignments
20 Dub 2015 22:09:03,840  INFO connection.ServerThread - Client has connected: /127.0.0.1
20 Dub 2015 22:09:03,842 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
20 Dub 2015 22:09:03,843 DEBUG session.GameManager - Preparing to resolve message: login-tester
20 Dub 2015 22:09:03,844  INFO session.Room - Created a new room 1429560543844
20 Dub 2015 22:09:03,844  INFO session.Room - Player tester has entered the room 1429560543844
20 Dub 2015 22:09:07,375 DEBUG connection.ServerThread - Received download-assignments from IP /127.0.0.1
20 Dub 2015 22:09:07,375 DEBUG session.GameManager - Preparing to resolve message: download-assignments
20 Dub 2015 22:09:51,020 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
20 Dub 2015 22:09:51,021  INFO session.Room - Player tester has left the room 1429560543844
20 Dub 2015 22:09:51,021 DEBUG session.GameManager - Dropped player tester from server
20 Dub 2015 22:09:51,021 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
20 Dub 2015 22:09:51,021  INFO connection.ServerThread - Client has left: /127.0.0.1
20 Dub 2015 22:10:09,765  INFO connection.ServerThread - Client has connected: /127.0.0.1
20 Dub 2015 22:10:09,769 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
20 Dub 2015 22:10:09,769 DEBUG session.GameManager - Preparing to resolve message: login-tester
20 Dub 2015 22:10:09,771  INFO session.Room - Created a new room 1429560609771
20 Dub 2015 22:10:09,771  INFO session.Room - Player tester has entered the room 1429560609771
20 Dub 2015 22:10:09,771 DEBUG connection.ServerThread - Received download-assignments from IP /127.0.0.1
20 Dub 2015 22:10:09,771 DEBUG session.GameManager - Preparing to resolve message: download-assignments
20 Dub 2015 22:11:03,770 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
20 Dub 2015 22:11:03,771  INFO session.Room - Player tester has left the room 1429560609771
20 Dub 2015 22:11:03,771 DEBUG session.GameManager - Dropped player tester from server
20 Dub 2015 22:11:03,771 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
20 Dub 2015 22:11:03,772  INFO connection.ServerThread - Client has left: /127.0.0.1
20 Dub 2015 22:11:05,454  INFO connection.ServerThread - Client has connected: /127.0.0.1
20 Dub 2015 22:11:05,455 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
20 Dub 2015 22:11:05,455 DEBUG session.GameManager - Preparing to resolve message: login-tester
20 Dub 2015 22:11:05,455  INFO session.Room - Player tester has entered the room 1429560609771
20 Dub 2015 22:11:05,455  INFO session.GameManager - Starting game in room 1429560609771 in 5 seconds
20 Dub 2015 22:11:05,456 DEBUG session.Room - Broadcasted message user1-tester to room 1429560609771
20 Dub 2015 22:11:05,458  INFO session.Starter - Starting game in room 1429560609771 in 5 seconds
20 Dub 2015 22:11:07,259 DEBUG connection.ServerThread - Received download-assignments from IP /127.0.0.1
20 Dub 2015 22:11:07,259 DEBUG session.GameManager - Preparing to resolve message: download-assignments
20 Dub 2015 22:11:08,063 DEBUG connection.ServerThread - Received download-homeworks-all from IP /127.0.0.1
20 Dub 2015 22:11:08,063 DEBUG session.GameManager - Preparing to resolve message: download-homeworks-all
20 Dub 2015 22:11:08,064  INFO session.Room - Player tester has left the room 1429560609771
20 Dub 2015 22:11:08,064 DEBUG session.GameManager - Dropped player tester from server
20 Dub 2015 22:11:08,064 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
20 Dub 2015 22:11:08,064  INFO connection.ServerThread - Client has left: /127.0.0.1
20 Dub 2015 22:11:10,458  WARN session.Starter - Unable to start the session, someone has left!
20 Dub 2015 22:12:35,152  INFO connection.ServerThread - Client has connected: /127.0.0.1
20 Dub 2015 22:12:35,153 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
20 Dub 2015 22:12:35,153 DEBUG session.GameManager - Preparing to resolve message: login-tester
20 Dub 2015 22:12:35,154  INFO session.Room - Player tester has entered the room 1429560609771
20 Dub 2015 22:12:35,154  INFO session.GameManager - Starting game in room 1429560609771 in 5 seconds
20 Dub 2015 22:12:35,154 DEBUG session.Room - Broadcasted message user1-tester to room 1429560609771
20 Dub 2015 22:12:35,155  INFO session.Starter - Starting game in room 1429560609771 in 5 seconds
20 Dub 2015 22:12:37,215 DEBUG connection.ServerThread - Received download-assignments from IP /127.0.0.1
20 Dub 2015 22:12:37,215 DEBUG session.GameManager - Preparing to resolve message: download-assignments
20 Dub 2015 22:12:38,019 DEBUG connection.ServerThread - Received download-homeworks-all from IP /127.0.0.1
20 Dub 2015 22:12:38,019 DEBUG session.GameManager - Preparing to resolve message: download-homeworks-all
20 Dub 2015 22:12:38,019  INFO session.Room - Player tester has left the room 1429560609771
20 Dub 2015 22:12:38,019 DEBUG session.GameManager - Dropped player tester from server
20 Dub 2015 22:12:38,019 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
20 Dub 2015 22:12:38,019  INFO connection.ServerThread - Client has left: /127.0.0.1
20 Dub 2015 22:12:40,156  WARN session.Starter - Unable to start the session, someone has left!
20 Dub 2015 22:15:37,939  INFO connection.ServerThread - Client has connected: /127.0.0.1
20 Dub 2015 22:15:37,940 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
20 Dub 2015 22:15:37,940 DEBUG session.GameManager - Preparing to resolve message: login-tester
20 Dub 2015 22:15:37,940  INFO session.Room - Player tester has entered the room 1429560609771
20 Dub 2015 22:15:37,940  INFO session.GameManager - Starting game in room 1429560609771 in 5 seconds
20 Dub 2015 22:15:37,940 DEBUG session.Room - Broadcasted message user1-tester to room 1429560609771
20 Dub 2015 22:15:37,948  INFO session.Starter - Starting game in room 1429560609771 in 5 seconds
20 Dub 2015 22:15:39,419 DEBUG connection.ServerThread - Received download-assignments from IP /127.0.0.1
20 Dub 2015 22:15:39,419 DEBUG session.GameManager - Preparing to resolve message: download-assignments
20 Dub 2015 22:15:42,950  INFO session.Starter - Session in room 1429560609771 has started
20 Dub 2015 22:15:44,447 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
20 Dub 2015 22:15:44,447  INFO session.Room - Player tester has left the room 1429560609771
20 Dub 2015 22:15:44,447 DEBUG session.GameManager - Dropped player tester from server
20 Dub 2015 22:15:44,448 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
20 Dub 2015 22:15:44,448  INFO connection.ServerThread - Client has left: /127.0.0.1
20 Dub 2015 22:16:11,955  INFO connection.ServerThread - Client has connected: /127.0.0.1
20 Dub 2015 22:16:11,956 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
20 Dub 2015 22:16:11,957 DEBUG session.GameManager - Preparing to resolve message: login-tester
20 Dub 2015 22:16:11,957  INFO session.Room - Player tester has entered the room 1429560609771
20 Dub 2015 22:16:11,957  INFO session.GameManager - Starting game in room 1429560609771 in 5 seconds
20 Dub 2015 22:16:11,958 DEBUG session.Room - Broadcasted message user1-tester to room 1429560609771
20 Dub 2015 22:16:11,958  INFO session.Starter - Starting game in room 1429560609771 in 5 seconds
20 Dub 2015 22:16:13,364 DEBUG connection.ServerThread - Received download-assignments from IP /127.0.0.1
20 Dub 2015 22:16:13,364 DEBUG session.GameManager - Preparing to resolve message: download-assignments
20 Dub 2015 22:16:14,170 DEBUG connection.ServerThread - Received download-homeworks-all from IP /127.0.0.1
20 Dub 2015 22:16:14,170 DEBUG session.GameManager - Preparing to resolve message: download-homeworks-all
20 Dub 2015 22:16:14,171  INFO session.Room - Player tester has left the room 1429560609771
20 Dub 2015 22:16:14,171 DEBUG session.GameManager - Dropped player tester from server
20 Dub 2015 22:16:14,171 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
20 Dub 2015 22:16:14,171  INFO connection.ServerThread - Client has left: /127.0.0.1
20 Dub 2015 22:16:16,959  WARN session.Starter - Unable to start the session, someone has left!
20 Dub 2015 22:17:49,208  INFO connection.ServerThread - Client has connected: /127.0.0.1
20 Dub 2015 22:17:49,209 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
20 Dub 2015 22:17:49,209 DEBUG session.GameManager - Preparing to resolve message: login-tester
20 Dub 2015 22:17:49,209  INFO session.Room - Player tester has entered the room 1429560609771
20 Dub 2015 22:17:49,209  INFO session.GameManager - Starting game in room 1429560609771 in 5 seconds
20 Dub 2015 22:17:49,209 DEBUG session.Room - Broadcasted message user1-tester to room 1429560609771
20 Dub 2015 22:17:49,210  INFO session.Starter - Starting game in room 1429560609771 in 5 seconds
20 Dub 2015 22:17:50,810 DEBUG connection.ServerThread - Received download-assignments from IP /127.0.0.1
20 Dub 2015 22:17:50,810 DEBUG session.GameManager - Preparing to resolve message: download-assignments
20 Dub 2015 22:17:51,613 DEBUG connection.ServerThread - Received download-homeworks-all from IP /127.0.0.1
20 Dub 2015 22:17:51,613 DEBUG session.GameManager - Preparing to resolve message: download-homeworks-all
20 Dub 2015 22:17:51,613  INFO session.Room - Player tester has left the room 1429560609771
20 Dub 2015 22:17:51,614 DEBUG session.GameManager - Dropped player tester from server
20 Dub 2015 22:17:51,614 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
20 Dub 2015 22:17:51,614  INFO connection.ServerThread - Client has left: /127.0.0.1
20 Dub 2015 22:17:54,212  WARN session.Starter - Unable to start the session, someone has left!
20 Dub 2015 22:20:21,546  INFO connection.ServerThread - Client has connected: /127.0.0.1
20 Dub 2015 22:20:21,546 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
20 Dub 2015 22:20:21,546 DEBUG session.GameManager - Preparing to resolve message: login-tester
20 Dub 2015 22:20:21,547  INFO session.Room - Player tester has entered the room 1429560609771
20 Dub 2015 22:20:21,547  INFO session.GameManager - Starting game in room 1429560609771 in 5 seconds
20 Dub 2015 22:20:21,547 DEBUG session.Room - Broadcasted message user1-tester to room 1429560609771
20 Dub 2015 22:20:21,554  INFO session.Starter - Starting game in room 1429560609771 in 5 seconds
20 Dub 2015 22:20:23,190 DEBUG connection.ServerThread - Received download-assignments from IP /127.0.0.1
20 Dub 2015 22:20:23,190 DEBUG session.GameManager - Preparing to resolve message: download-assignments
20 Dub 2015 22:20:23,995 DEBUG connection.ServerThread - Received download-homeworks-all from IP /127.0.0.1
20 Dub 2015 22:20:23,995 DEBUG session.GameManager - Preparing to resolve message: download-homeworks-all
20 Dub 2015 22:20:23,995  INFO session.Room - Player tester has left the room 1429560609771
20 Dub 2015 22:20:23,995 DEBUG session.GameManager - Dropped player tester from server
20 Dub 2015 22:20:23,995 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
20 Dub 2015 22:20:23,995  INFO connection.ServerThread - Client has left: /127.0.0.1
20 Dub 2015 22:20:26,556  WARN session.Starter - Unable to start the session, someone has left!
20 Dub 2015 22:26:49,300  INFO connection.ServerThread - Client has connected: /127.0.0.1
20 Dub 2015 22:26:49,304 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
20 Dub 2015 22:26:49,304 DEBUG session.GameManager - Preparing to resolve message: login-tester
20 Dub 2015 22:26:49,305  INFO session.Room - Created a new room 1429561609305
20 Dub 2015 22:26:49,305  INFO session.Room - Player tester has entered the room 1429561609305
20 Dub 2015 22:26:49,305 DEBUG connection.ServerThread - Received download-assignments from IP /127.0.0.1
20 Dub 2015 22:26:49,305 DEBUG session.GameManager - Preparing to resolve message: download-assignments
20 Dub 2015 22:26:50,305 DEBUG connection.ServerThread - Received download-homeworks-all from IP /127.0.0.1
20 Dub 2015 22:26:50,305 DEBUG session.GameManager - Preparing to resolve message: download-homeworks-all
20 Dub 2015 22:26:50,306  INFO session.Room - Player tester has left the room 1429561609305
20 Dub 2015 22:26:50,306 DEBUG session.GameManager - Dropped player tester from server
20 Dub 2015 22:26:50,306 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
20 Dub 2015 22:26:50,307  INFO connection.ServerThread - Client has left: /127.0.0.1
20 Dub 2015 22:28:30,698  INFO connection.ServerThread - Client has connected: /127.0.0.1
20 Dub 2015 22:28:30,701 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
20 Dub 2015 22:28:30,701 DEBUG session.GameManager - Preparing to resolve message: login-tester
20 Dub 2015 22:28:30,702  INFO session.Room - Created a new room 1429561710702
20 Dub 2015 22:28:30,703  INFO session.Room - Player tester has entered the room 1429561710702
20 Dub 2015 22:28:30,703 DEBUG connection.ServerThread - Received download-assignments from IP /127.0.0.1
20 Dub 2015 22:28:30,703 DEBUG session.GameManager - Preparing to resolve message: download-assignments
20 Dub 2015 22:28:31,704 DEBUG connection.ServerThread - Received download-homeworks-all-15 from IP /127.0.0.1
20 Dub 2015 22:28:31,704 DEBUG session.GameManager - Preparing to resolve message: download-homeworks-all-15
20 Dub 2015 22:28:31,705  INFO session.Room - Player tester has left the room 1429561710702
20 Dub 2015 22:28:31,705 DEBUG session.GameManager - Dropped player tester from server
20 Dub 2015 22:28:31,705 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
20 Dub 2015 22:28:31,706  INFO connection.ServerThread - Client has left: /127.0.0.1
20 Dub 2015 22:31:17,931  INFO connection.ServerThread - Client has connected: /127.0.0.1
20 Dub 2015 22:31:17,933 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
20 Dub 2015 22:31:17,934 DEBUG session.GameManager - Preparing to resolve message: login-tester
20 Dub 2015 22:31:17,935  INFO session.Room - Created a new room 1429561877935
20 Dub 2015 22:31:17,935  INFO session.Room - Player tester has entered the room 1429561877935
20 Dub 2015 22:31:17,936 DEBUG connection.ServerThread - Received download-assignments from IP /127.0.0.1
20 Dub 2015 22:31:17,936 DEBUG session.GameManager - Preparing to resolve message: download-assignments
20 Dub 2015 22:31:18,938 DEBUG connection.ServerThread - Received download-homeworks-all-15 from IP /127.0.0.1
20 Dub 2015 22:31:18,938 DEBUG session.GameManager - Preparing to resolve message: download-homeworks-all-15
20 Dub 2015 22:31:18,938  INFO session.Room - Player tester has left the room 1429561877935
20 Dub 2015 22:31:18,938 DEBUG session.GameManager - Dropped player tester from server
20 Dub 2015 22:31:18,939 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
20 Dub 2015 22:31:18,939  INFO connection.ServerThread - Client has left: /127.0.0.1
20 Dub 2015 22:35:09,896  INFO connection.ServerThread - Client has connected: /127.0.0.1
20 Dub 2015 22:35:09,900 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
20 Dub 2015 22:35:09,900 DEBUG session.GameManager - Preparing to resolve message: login-tester
20 Dub 2015 22:35:09,902  INFO session.Room - Created a new room 1429562109902
20 Dub 2015 22:35:09,902  INFO session.Room - Player tester has entered the room 1429562109902
20 Dub 2015 22:35:27,224 DEBUG connection.ServerThread - Received download-assignments from IP /127.0.0.1
20 Dub 2015 22:35:27,224 DEBUG session.GameManager - Preparing to resolve message: download-assignments
20 Dub 2015 22:35:28,030 DEBUG connection.ServerThread - Received download-homeworks-all-15 from IP /127.0.0.1
20 Dub 2015 22:35:28,030 DEBUG session.GameManager - Preparing to resolve message: download-homeworks-all-15
20 Dub 2015 22:36:43,505 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
20 Dub 2015 22:36:43,506  INFO session.Room - Player tester has left the room 1429562109902
20 Dub 2015 22:36:43,506 DEBUG session.GameManager - Dropped player tester from server
20 Dub 2015 22:36:43,506 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
20 Dub 2015 22:36:43,506  INFO connection.ServerThread - Client has left: /127.0.0.1
20 Dub 2015 22:36:57,374  INFO connection.ServerThread - Client has connected: /127.0.0.1
20 Dub 2015 22:36:57,377 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
20 Dub 2015 22:36:57,377 DEBUG session.GameManager - Preparing to resolve message: login-tester
20 Dub 2015 22:36:57,379  INFO session.Room - Created a new room 1429562217379
20 Dub 2015 22:36:57,379  INFO session.Room - Player tester has entered the room 1429562217379
20 Dub 2015 22:36:58,999 DEBUG connection.ServerThread - Received download-assignments from IP /127.0.0.1
20 Dub 2015 22:36:58,999 DEBUG session.GameManager - Preparing to resolve message: download-assignments
20 Dub 2015 22:36:59,804 DEBUG connection.ServerThread - Received download-homeworks-all-15 from IP /127.0.0.1
20 Dub 2015 22:36:59,804 DEBUG session.GameManager - Preparing to resolve message: download-homeworks-all-15
20 Dub 2015 22:37:26,051 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
20 Dub 2015 22:37:26,051  INFO session.Room - Player tester has left the room 1429562217379
20 Dub 2015 22:37:26,051 DEBUG session.GameManager - Dropped player tester from server
20 Dub 2015 22:37:26,052 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
20 Dub 2015 22:37:26,052  INFO connection.ServerThread - Client has left: /127.0.0.1
20 Dub 2015 22:37:28,631  INFO connection.ServerThread - Client has connected: /127.0.0.1
20 Dub 2015 22:37:28,632 DEBUG connection.ServerThread - Received login-tester from IP /127.0.0.1
20 Dub 2015 22:37:28,633 DEBUG session.GameManager - Preparing to resolve message: login-tester
20 Dub 2015 22:37:28,633  INFO session.Room - Player tester has entered the room 1429562217379
20 Dub 2015 22:37:28,633  INFO session.GameManager - Starting game in room 1429562217379 in 5 seconds
20 Dub 2015 22:37:28,634 DEBUG session.Room - Broadcasted message user1-tester to room 1429562217379
20 Dub 2015 22:37:28,641  INFO session.Starter - Starting game in room 1429562217379 in 5 seconds
20 Dub 2015 22:37:29,835 DEBUG connection.ServerThread - Received download-assignments from IP /127.0.0.1
20 Dub 2015 22:37:29,835 DEBUG session.GameManager - Preparing to resolve message: download-assignments
20 Dub 2015 22:37:30,640 DEBUG connection.ServerThread - Received download-homeworks-all-15 from IP /127.0.0.1
20 Dub 2015 22:37:30,640 DEBUG session.GameManager - Preparing to resolve message: download-homeworks-all-15
20 Dub 2015 22:37:33,641  INFO session.Starter - Session in room 1429562217379 has started
20 Dub 2015 22:37:51,719 DEBUG connection.ServerThread - Received solution-3-0.01-Všechno úplně blbě :-D from IP /127.0.0.1
20 Dub 2015 22:37:51,719 DEBUG session.GameManager - Preparing to resolve message: solution-3-0.01-Všechno úplně blbě :-D
20 Dub 2015 22:38:33,344 ERROR connection.ServerThread - Error in the run() block: 
java.net.SocketException: Connection reset
20 Dub 2015 22:38:33,344  INFO session.Room - Player tester has left the room 1429562217379
20 Dub 2015 22:38:33,345 DEBUG session.GameManager - Dropped player tester from server
20 Dub 2015 22:38:33,346 DEBUG connection.ServerThread - Trying to end connection with client /127.0.0.1
20 Dub 2015 22:38:33,346  INFO connection.ServerThread - Client has left: /127.0.0.1
